what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.emf.converter,2.5.0.v20120130-0943,"org.eclipse.emf.converter",1345212272426
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.ui",1345212272426
stopped,bundle,org.eclipse.emf.codegen.ui,2.6.0.v20120130-0943,"org.eclipse.emf.codegen.ui",1345212272427
stopped,bundle,org.eclipse.emf.mapping.ecore2ecore.editor,2.5.0.v20120130-0943,"org.eclipse.emf.mapping.ecore2ecore.editor",1345212272427
stopped,bundle,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.editor",1345212272427
stopped,bundle,org.eclipse.emf.mapping.ecore2xml.ui,2.6.0.v20120130-0943,"org.eclipse.emf.mapping.ecore2xml.ui",1345212272427
stopped,bundle,org.eclipse.emf.mapping.ui,2.6.0.v20120130-0943,"org.eclipse.emf.mapping.ui",1345212272430
stopped,bundle,org.eclipse.jst.jsf.facesconfig,1.2.2.v201105031140,"org.eclipse.jst.jsf.facesconfig",1345212272430
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1345212272430
stopped,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1345212272430
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1345212272430
stopped,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1345212272430
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1345212272430
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1345212272430
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.103.v201102260635,"org.eclipse.wst.command.env.ui",1345212272430
stopped,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1345212272430
stopped,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1345212272430
stopped,bundle,org.eclipse.wst.common.modulecore.ui,1.0.102.v201201262000,"org.eclipse.wst.common.modulecore.ui",1345212272430
stopped,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1345212272431
stopped,bundle,org.eclipse.wst.internet.monitor.ui,1.0.507.v20110817_1651,"org.eclipse.wst.internet.monitor.ui",1345212272431
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1345212272431
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1345212272431
stopped,bundle,org.eclipse.ui.ide,3.8.0.v20120521-2329,"org.eclipse.ui.ide",1345212272431
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1345212290610
started,bundle,org.eclipse.osgi,3.8.0.v20120529-1548,"org.eclipse.osgi",1345212290611
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1345212290612
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.300.v20110815-1744,"org.eclipse.equinox.simpleconfigurator",1345212290612
started,bundle,org.apache.felix.gogo.command,0.8.0.v201108120515,"org.apache.felix.gogo.command",1345212290612
started,bundle,org.apache.felix.gogo.runtime,0.8.0.v201108120515,"org.apache.felix.gogo.runtime",1345212290613
started,bundle,org.apache.felix.gogo.shell,0.8.0.v201110170705,"org.apache.felix.gogo.shell",1345212290614
started,bundle,org.eclipse.core.contenttype,3.4.200.v20120523-2004,"org.eclipse.core.contenttype",1345212290614
started,bundle,org.eclipse.core.databinding.observable,1.4.1.v20120521-2329,"org.eclipse.core.databinding.observable",1345212290614
started,bundle,org.eclipse.core.expressions,3.4.400.v20120523-2004,"org.eclipse.core.expressions",1345212290615
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20120523-1310,"org.eclipse.core.filebuffers",1345212290615
started,bundle,org.eclipse.core.filesystem,1.3.200.v20120522-2012,"org.eclipse.core.filesystem",1345212290616
started,bundle,org.eclipse.core.jobs,3.5.200.v20120521-2346,"org.eclipse.core.jobs",1345212290616
started,bundle,org.eclipse.core.net,1.2.200.v20120522-1148,"org.eclipse.core.net",1345212290617
started,bundle,org.eclipse.core.resources,3.8.0.v20120522-2034,"org.eclipse.core.resources",1345212290617
started,bundle,org.eclipse.core.runtime,3.8.0.v20120521-2346,"org.eclipse.core.runtime",1345212290618
started,bundle,org.eclipse.core.runtime.compatibility,3.2.200.v20120521-2346,"org.eclipse.core.runtime.compatibility",1345212290618
